Id	EssaySet	Score1	Score2	EssayText	
188	1	2	3	- Menge an Essig, die in jeden Behälter gegossen wird - Art des verwendeten Essig - Unterschied in der Masse in Prozent - Wie sollen die Behälter beschriftet werden	
189	1	0	0	Wiederholungen sind für jeden Materialtyp erforderlich (mindestens drei), damit die Ergebnisse genauer sind. Es sind Daten über die physikalischen Materialverluste erforderlich, die eine Vorabprüfung des Materials ermöglichen.  Es ist erforderlich, das Experiment für eine längere Zeit auszuwerten, um einen ausgeprägteren Effekt zu erkennen.	
190	1	0	1	1. Die Masse der vier Proben soll vor und nach dem Versuch mittels Gewichtsbestimmung miteinander verglichen werden. 2. Vier gleichgroße Becher werden mit der selben Menge Essig befüllt, dannach beschrifte man jeden Becher und führe ihr die jeweilige Materie zu und lasse die Probe 24 Stunden ruhen. 3. Dannach entnehme das getestete Material und lasse es 30 Minuten trocknen bevor man deren Gewicht bestimmt.	
191	1	0	0	Es ist wichtig, alle Elemente zur Hand zu haben und jeder der angezeigten Anweisungen zu folgen	
192	1	0	0	- Es sind Daten über die physikalischen Materialverluste erforderlich, die eine Vorabprüfung des Materials ermöglichen.  - Es ist erforderlich, das Experiment für eine längere Zeit zu bewerten, um einen ausgeprägteren Effekt zu erkennen.  - Wiederholungen sind für jeden Materialtyp erforderlich (mindestens drei), damit die Ergebnisse genauer sind.	
193	1	3	3	- Der Säuregehalt des Essigs - Die genauen merkmale der Materialien, Holz ist nicht gleich Holz usw - Die angrifsfläche der Säure, ist das material Dünn und breit oder eine Kugel.	
194	1	0	0	die Masse von Marmor zu Beginn war 9,8, masse am Ende war 9,4  Die Masse von  Kalzium zu Beginn war 10,4 , masse am Ende war 9,1 Die Masse von Holz zu Beginn war 11,2, masse am Ende war 11,2 Die Masse con Plastik zu Beginn war 7,2, masse am Ende war 7,1   Gieße Essig in jeden der vier separaten, aber identischen, Behälter. Entferne die Proben nach 24 Stunden aus den Behältern und spüle jede Probe mit destilliertem Wasser ab. Lege die Proben für 30 Minuten zum Trocknen weg.	
195	1	3	3	menge an essig, grosse der behälter, menge des destillerten wassers	
196	1	1	2	Material der Proben Wassertemperatur Raumtemperatur	
197	1	1	1	waren die Proben komplett bedeckt wie war die Temperatur wie viele Prozent haben die Proben verloren	
198	1	0	0	Wenn ich das Experiment wiederholen möchte, brauche ich doch einfach nur die selben Angaben wie sie schon bereits beschrieben werden...Probe, Masse zu Beginn, Masse am Ende und den Unterschied in der Masse...	
199	1	0	0	Es ist wichtig, alle Elemente zur Hand zu haben und jeder der angezeigten Anweisungen zu folgen	
200	1	3	3	- Essigmenge - Größe des Behälters - Form der Probe (da die Proben unterschiedliche Oberflächengrößen haben können)<y	
201	1	0	1	Inhaltsstoffe der Substanzen (z.b. Carbonate) Welche der enthaltenen Substanzen sind wasser/säurelöslich welchen ph-wert hat essig und welchen saurer regen	
202	1	2	2	Was für einen Essig?  Wieviel Essig? Anweisung die Ergebnisse am Ende aufzuschreiben und prozentualer Verlust anzugeben	
203	1	0	0	1. Man muss die Masse der Materialien zu Beginn bestimmen. 2. Man legt fest, wie lange die Materialien im  Essig verweilen sollen. 3 Man bestimmt die Masse , nachdem man die Proben mit destilliertem Wasser gespült hat, und für eine bestimmte Zeit zum Trocknen weggelegt hat.	
204	1	2	3	Menge Essig Konzentration des Essigs Art des Essigs  Einzelmessung oder Wiederholung?	
205	1	2	3	Es ist nötig, die Menge an Essig und die Größe der Behälter und der Materialproben zu kennen, um auf die gleichen Ergebnisse zu kommen. Eventuell wäre es auch wichtig zu wissen, ob eine bestimmte Temperatur notwendig ist, um das Experiment durchführen zu können.	
206	1	2	2	Menge an benötigtem Essig; Beschaffenheit der Ausgangsproben (Pulver, Rohmasse etc.); Ist Essig gleichbedeutend mit saurem Regen?	
207	1	1	1	Masse der einzelnen Proben vor Beginn. Dauer des Experiments. Säuregehalt des Essigs.	
208	1	0	0	Das Experiment könnte für eine längere Zeit ausgewertet werden, um einen ausgeprägteren Effekt zu bestimmen.  Daten zu Materialverlusten werden benötigt.  Wiederholungen könnten für jede Art von Material durchgeführt werden, so dass die Ergebnisse genauer sind.	
209	1	0	0	- Es sind Daten über die physikalischen Materialverluste erforderlich, die eine Vorabprüfung des Materials ermöglichen.  - Es ist erforderlich, das Experiment für eine längere Zeit auszuwerten, um einen ausgeprägteren Effekt zu erkennen.  - Wiederholungen sind für jeden Materialtyp erforderlich (mindestens drei), damit die Ergebnisse genauer sind.	
210	1	0	0	um das Experiment zu wiederholen, muss man vorher wissen ob die Materialen nicht allgmein im wasser löslich sind. was genau im sauren regen den gewichtsverlust verursacht und warum es bei holz nicht funktioniert	
211	1	3	3	Menge des Essigs Säuregehalt des Essigs/Essigart Genaue Art des Materials (z.B. Eichenholz, Fichtenholz...) Größe des Behälters/Verhältnis der Größe des Behälters zu verwendeter Menge Essig und ggf. verwendeter Menge des Materials	
212	1	0	0	Masse aller Proben,molare Masse und wie stark polar es ist.	
213	1	3	3	Welche Art von Holz und Plastik wurden verwendet?Wieviel Essig wurde verwendet (Probe vollständig bedeckt)?  Wie genau wurde getrockne? Ein mit Essig durchträngtes Holzstück wird schwerlich nach 30 Minuten ""weglegen"" vollständig trocken sein.	
214	1	0	0	Es ist wichtig, alle Elemente zur Hand zu haben und jeder der angezeigten Anweisungen zu folgen	
215	1	1	2	Temperatur Säuregrad des Essig Luftdruck	
216	1	0	0	- Die Proben. - Essig. - Schiff.	
217	1	0	0	die Eigenschaften von saurem Regen müssen untersucht werden. Die Art der physikalischen Degradation durch den Einfluss des sauren Regentropfens auf die Oberfläche muss beachtet werden. Sie sollten über die Wirkung anderer Umweltfaktoren wie Temperatur und Feuchtigkeit nachdenken	
218	1	0	0	Saurer Regen und Essig haben nicht das gleiche Verhalten. Sie können das Experiment mit echtem saurem Regen intensivieren. Darüber hinaus ist es notwendig, den Einfluss des Regentropfens auf die Oberfläche zu untersuchen, was auch eine direkte Wirkung hat. Der dritte Aspekt wäre, die Zusammensetzung des sauren Regens zu untersuchen, um seine chemische Zusammensetzung besser nachzuahmen.	
219	1	0	0	Es ist notwendig, verschiedene Konzentrationen des verwendeten Essigs zu bewerten und nach einer genaueren Simulation von saurem Regen zu suchen.  Sie könnten echten sauren Regen verwenden, der während eines echten Regens gesammelt wurde.	
220	1	0	0	Gewicht, Größe, Radius	
221	1	2	3	Um das Experiment zu wiederholen, müsste angegeben werden wie groß der behälter ist, und wieviel Volumen an Essig benutzt wurde und ob die Probe dabei vollständig bedeckt war.	
222	1	0	0	-Kennzeichnen der einzelnen Proben,  Fotografieren vor und nach dem Versuch. Welche Probe hat am meisten Gewicht verloren? Welche Probe hat am wenigsten Masse verloren?	
223	1	0	0	Essig in vier Behälter giessen, nach 24 Stunden herausnehmen 30 Minuten zum trocknen weglegen	
224	1	3	3	was für ein Essig wurde verwendet? waren die Proben jeweils vollständig vom Essig bedeckt? welche Maße habe die proben?	
225	1	1	0	Die Arten der Proben: Marmor, Kalkstein, Holz, Plastik.	
226	1	3	2	Welcher Essig soll verwendet werden? Wie viel Essig wird zu den Proben gegeben? Welche Materialien sollen als Probe verwendet werden?	
227	1	0	1	Um das Experiment wiederholen zu können benötigt man die Mengen angaben der zuverwenden Bestandteile. Ohne Mengen Angaben kann es nicht eins zu eins wiederholt werden.	
228	1	2	3	Welchen Säuregehlat hat der Essig? Wieviel Essig wird benötigt? Welche Temperatur hat der Essig?	
229	1	0	0	Meines Erachtens nach fehlen keine Informationen. Alle Informationen zur Wiederholung des Experiments sind gegeben.	
230	1	1	0	vol.% vom Essig, ???, ???	
231	1	0	0	-verschiedene Materialien -Mit Essig wird versucht das gewicht zu reduzieren -Vergleich von vorher Gewicht zu nachher	
232	1	1	1	Man müsste wissen an welchem Ort bzw. zu welchem Zeitpunkt die Wasserproben gesammelt wurden, welche Menge an Regen  gesammelt wurde und wie viel Essig zu den Proben hinzugefügt werden soll.	
233	1	0	0	- Masse der neuen Proben bestimmen - Behälter mit destilliertem Wasser auswaschen - Behälter neu beschriften, wenn dort andere Proben reingelegt wurden	
234	1	0	0	MAsse zwischendurch Gesamtmasse Gesat abweichung der masse	
235	1	0	0	Ich denke, wir sollten noch 24 Stunden warten, um das Endergebnis zu bestätigen.   Danach überprüfen Sie mit den ersten Proben, die sie vorher 24 hatten.   Am Ende wird ermittelt, welches Material am meisten und wie viel Zeit am meisten betroffen ist.	
236	1	2	2	Form der Versuchsobjekte, Oberfläche der Versuchsobjekte, Temperatur	
237	1	1	1	Eventuell sollte man wissen, wie viel Essig in die Behälter gegeben werden soll. Ansonsten scheinen mir alle nötigen Informationen vorhanden zu sein.	
238	1	0	0	keine Ahnung	
239	1	3	3	Wie lange werden die Proben abgespült? Wie viel Essig wird verwendet? Was für Behälter werden verwendet? Werden die Behälter geschlossen?	
240	1	2	3	Verwendete Holzart(en), genaue Definition des Kuststoffes,  sowie genaue Angaben zur verwendeten Menge des Essigs.	
241	1	3	3	Um das Experiment zu wiederholen, müsste man folgendes wissen: 1. Wieviel Essig wird für jede Probe benutzt. 2. Wie konzentriert ist der Essig, d.h wieviel Essigsäure ist in dem Essig 3. Um welche Art von Marmor, Kalkstein, Holz bzw. Plastik handelt es sich.	
242	1	1	0	Die Masse der Proben, die Art der Materialien und die Lagerzeit der Proben.	
243	1	0	0	Man braucht von jeder der vier Materialien wieder je eine Probe. Deren Masse wird gemessen. Dann wird das Experiemnt wie oben beschrieben wiederholt.	
244	1	2	3	Volumen des Behälters Bedingungen des Trocknens pH-Wert des Essigs	
245	1	0	0	An sich werden zur Wiederholung lediglich 4 verschiedene Probearten benötigt, so wie Essig und ein Behälter. Wichtig ist eventuell, dass alle 4 Becher komplett identisch sind, damit es nicht zur Abfälschung kommt und eventuell die Behälter etwas ans Wasser bzw. Essig abgeben. Danach werden wiederum destilliertes Wasser zum abspülen. Zusätzlich wird natürlich eine Waage benötigt, damit das Gewicht bestimmt werden kann.	
246	1	3	3	1) Der jeweilige Dichtewert und das Volumen der einzelnen Probematerialien müssen angegeben werden, da die Dichte jeder Materialart bei Experimentwiederholung identisch sein muß, denn der Zersetzungsgrad des jeweiligen Materials durch Essig hängt auch von der Materialdichte ab. 2) Die Spülzeit mit Wasser und 3) die verwendete Menge an Wasser müssen angegeben werde, sie müssen bei jedem Material identisch sein sowie bei der Wiederholung des Experiments. 3) Essigmenge muß angegeben und bei jedem Material identisch sein, 4) Alle Materialien müssen im Behälter völlig vom Essig bedeckt sein.	
247	1	3	3	Art der Bechergläser Menge Essig Größe des Materials	
248	1	0	0	1- ich finde dass die Probe sinnvoll ist  2 - dazu muss man kein zusätzlichen Information schreiben	
249	1	1	1	Oberfläche der Materialien muss beschrieben werden.  Anschließend muss noch bestimmt werden, wie alt die Materialien sind. Und es muss eine Info geben, wer das Experiment gemacht hat.	
250	1	2	2	- Form der Proben / Größe der Oberfläche, die dem Essig ausgesetzt ist - Konzentration des Essigs - Genaue Zusammensetzung der Proben	
251	1	0	0	Probe, Masse zu Beginn, Masse am Ende	
252	1	0	0	Bestimme die Masse der vier Proben einen Behälter restlichen Proben	
253	1	1	2	Wie viel % sollte der Essig haben? Wie verhält sich der Werkstoff bei längerer Benutzung. Welche Temperatur sollte der Essig haben?	
254	1	2	3	Wie viel Essig wird in die Behälter jeweils gegeben? Spielt das Material der Behälter eine Rolle? Welche Sorte Holt wurde verwendet?	
255	1	3	3	Welche Art von Essig wurde verwendet? Wurde bei jeder Probe die gleiche Essigmenge verwendet? Wurde jede Probe gleich mit destilliertem Wasser gespült?	
256	1	0	0	wo man das macht,  wie mann sammelt  und bedingungen der umgebung	
257	1	1	1	temparatu, was für ein behälter. gewicht	
258	1	3	2	Es wird eine Information benötigt, um welches Material es sich bei den Proben handeln soll, wie viel Essig und welcher Essig es sein soll.	
259	1	1	1	Wie wird die Masse bestimmt? Wie wird das Abspülen genau durchgeführt? Wie wird das Trocknen durchgeführt?	
260	1	2	2	Aussentemperatur  die Größe der Proben (dick, dünn) Wieviel Essig wird genommen	
261	1	0	0	behälter,wasser,essig	
262	1	0	0	Reagenzgläser, Aufkleber, eventuell auch Kühlschrank, Schreibgerät	
263	1	1	2	Welchen Feuchtigkeitsgehalt hatte das Holz zu Beginn des Experiments? Welche Art von Plastik handelt es sich? Duroplast, Eloplast? Welche Art von Kalkstein?	
264	1	0	0	unter dem einfluß von essig sind die unterschiede wieder erwarten gar nicht so geoß	
265	1	2	3	-Die Oberfläche der Proben -Den Säuregehalt des Essigs -Die Umgebungstemperatur	
266	1	0	0	Hallo,  leider ist diese Aufgabe für mich nicht machbar,ich war schon immer eine niete in Chemie.	
267	1	2	3	Es ist das Volumen und die Oberflächenbeschaffenheit der Proben nötig, sowie Umgebungstemperatur und Druck.	
268	1	1	1	Ausgangsgewicht Typ der Säure Was für Materialien wir haben	
269	1	0	0	küssender Regen kommt aus Marmor, wenn Geld in Form von Staub und strömendem küssendem Regen aus dem Boden gehoben wird	
270	1	1	1	die proben kürzer oder länger im behälter lassen. die proben kürzer oder länger trocknen lassen.  mich würden die grösse der proben interessieren	
271	1	0	0	1. Wie verhält sich Essig zu den oben genannten Materialien? 2. Warum wird Essig verwendet? 3. Warum wurde das Gemessen? 4. Wieso wurde die Probe nicht im Vorfeld getrocknet? 4.1. Dadurch könnte der Massenverlust auch einfach nur Wasser sein.	
272	1	0	0	welche probe , masse zu beginn	
273	1	1	2	Was für Essig? Ist die Menge des Essigs abhängig von der Masse der Probe? Zu welchem Fazit soll dieses Experiment führen?	
274	1	1	3	- Wie viel Essig wird verwendet? - Wird die Probe verschlossen? - Welche Umgebungseigenschaften sind gegeben? Temperatur, Sonneneinstrahlung, etc.	
275	1	0	0	- masse der proben zu vor dem experiment - masse der proben nach dem expermiment - unterschied der masse	
276	1	0	0	wie war das gewicht wenn man die proben aus dem behälter nimmt . wie war das gewicht nach dem abspülen mit wasser	
277	1	0	0	Die Masse zu beginn der Probe. Die Zeit die diese Proben in dem Behälter mit Essig lagen. Die Masse am Ende	
278	1	1	3	Die Menge an Essig, die in jeden Behälter gegossen wird. Bei was für einer Temperatur die Proben gelagert werden sollen (Raumtemperatur, in einem kalten/heißen Raum. Wie rein die Proben sein müssen, da mögliche Gewichtsverluste eventuell auf Bakterien zurückzuführen sind.	
279	1	3	3	Was für Essig wurde verwendet? (Eisessig?) Wieviel Essig wurde verwendet? Sind die Proben wirklich trocken nach 30 Minuten? Was für Behälter wurden verwendet?	
280	1	3	3	Form der Proben, PH Wert des Essigs und genauere Beschreibung der Proben (z.B. Holzart oder Zusammensetzung des Plastiks) wären wichtig.	
281	1	2	3	Es werden zusätzlich benötigt die Form und Beschaffenheit der Proben, sowie wieviel und welcher Essig (z.B. Konzentration der Säure) verwendet wird.	
282	1	3	3	Säuregehalt des Essigs, Menge des Essigs, sind Gegenstände komplett bedeckt? , genaue Zusammensetzung der verwendeten Proben (Plastikart etc.)	
283	1	1	1	Zusätzlich müssten die Proben von gleicher Konsistenz und Größe parallel für 24 Stunden in destilliertes Wasser/kein saurer Regen gelegt werden um Vergleichswerte zu erhalten. Es müssen außerdem genaue größe und Oberflächenanteil der Proben angegeben werden.	
284	1	2	3	Wir müssten die Menge Essig kennen, ob die Proben vollständig vom Essig bedeckt waren, und wir müssten die Form oder Oberfläche der Proben kennen.	
285	1	1	3	Wo muss der Behälter 24 Std. Stehen ? (Trocken ? Im hellen oder Dunkeln?) Wie lange muss ich die Probe mit destilliertem Wasser abspülen ?  Müssen die Proben mit Essig komplett bedeckt sein ?  Wie groß dürfen sie Behälter maximal sein ?	
286	1	2	2	Wie viel Essig muss ich nehmen  Werden die Proben in den Behälter mit dem Essig gelegt Wie viel Destilliertes Wasser darf ich zum Abwaschen der Probe verwenden 	
287	1	3	3	Form der Körper (z.B. cm² Oberfläche), genauere Angaben zur chemischen Zusammensetzung (""Plastik""?), Angaben zum Versuchsumfeld (z.B. Temperatur), Angaben zum genauen Ablauf (was für Behälter? komplett von Essig bedeckt? Was für Essig?) Angaben zum Trocknungsvorgang (Ofen? Luft? Temperatur?), ...	
288	1	3	3	Größe Behälter, Menge Flüssigkeit, Form uns Größe der Proben	
289	1	3	3	Zusätzlich zu den angegebenen Informationen werden noch die Menge an Essig pro Behälter, die Säure des Essigs und die Größe des Behälters benötigt	
290	1	3	3	Menge des hinzugegossenen Essigs  Säuregehalt des Essigs  Größe des Gefäßes 	
291	1	1	2	ph-Wert des verwendeten Essigs, Lagerbedingung der Proben, ...	
292	1	1	2	Temperatur der Materialien und des Essigs Material (Art) der Behälter  3× je Material durchführen für einen Durchschnittswert	
293	1	2	3	Wie viel Wasser benötige ich zum Abspülen?  Wie viel Essig muss ich zugießen?  Wohin sollen die Proben zum Trocknen gelegt werden? 	
294	1	2	3	Wie viel essig kommt in jeden behälter?  Aus welchem Material sind die Behälter?  Wie viel Masse soll jedes Probematerial mindestens aufweisen?	
295	1	2	2	Wieviel Essig muss in den Behälter gefüllt werden und wie lange wird das Material mit destilliertem Wasser abgespült	
296	1	2	3	Zusammensetzung, v.a. Säurekonzentration des Essigs, Material der Behälter, Werden die Behälter bedeckt? Temperatur und Luftfeuchtigkeit während der Trockenzeit	
297	1	0	0	Zusätzlich zur Anleitung braucht man die Ergebnisse der vorhergen Experimente.  Am Ende des Experiments muss man noch die Differenz der Masse zu Beginn und zum Ende messen.	
298	1	2	3	Wieviel Essig - müssen die Proben von Essig bedeckt sein? wie sollen die Proben getrocknet werden - wird das Holz wirklich innerhalb von 30 Minuten trocken?	
299	1	3	3	Menge und Sorte an Essig, Größe der Proben, Größe der Behältnisse	
300	1	0	0	Keine 	
301	1	1	1	Man muss die Anleitung genau lesen. Welcher Essig wurde benutzt?	
302	2	0	0	ist ok	
303	2	1	1	Genauere Angaben. Vorherige Länge. Jetzige Länge.	
304	2	2	2	Es handelt sich offensichtlich um verschiedene Kunststoffe mit verschiedenen Materialeigenschaften oder um den gleichen Kunststoff, der aber unterschiedlich zugeschnitten ist. Man müsste die Kunststoffproben irgendwie ""normen"" , also genau gleiche Größe, Form oder Gewicht. Gewichte sollten auch immer die gleichen sein und ich würde die Proben nicht einfach an einen Tisch kleben sondern frei oben mit einer Klammer befestigen und frei hängen lassen.	
305	2	0	0	mit D2 ist er genauer suchen nach weiteren Plastikarten	
306	2	0	0	Bei den ersten beiden Proben, hat sich das Material noch mit gedehnt. Bei den anderen Proben, ist es nicht mehr passiert,	
307	2	2	3	a) Plastikart D ist am dehnungsfähigsten während Plastikart A am wenigsten dehungsfähigsten ist. b) Es fehlt die Angabe, wie hoch das Gewicht war. Ein Durchlauf ohne Gewichte würde den Einfluss der Gravitation bestimmen	
308	2	2	3	Die Streckung der Plastikarten sind ähnlich bei beiden Durchläufen. Um die Ergebnisse zu verbessern muss der Durchlauf öfters wiederholt werden und es müssen die Gewichte dokumentiert werden wie schwer sie sind.	
309	2	0	0	es kann einfach Proben von Polymerharzen sammeln und sammeln und erhalten, was ihre Erweiterbarkeit ist	
310	2	0	0	plastik a dehnt sich am meisten aus	
311	2	2	2	a) Kunststoff B hat die größte Dehnbarkeit, b) Kunststoffprobe besser befestigen (nicht kleben - da ungenau - besser festklemmen etc) - einmalig längere Hängezeit	
312	2	0	0	ich weiß es leider nicht. das ist halt so.	
313	2	1	1	Plastikart A und B strecken sich sehr viel weniger als C und D - man hätte noch die ausgangslänge angeben können damit man die prozentuale streckung ausrechnen kann	
314	2	3	3	Plastikart B dehnt sich am meisten, Plastikart A am wenigstens. Es hätten noch mehr Versuchsdurchläufe gemacht werden können. Die Belastung sollte notiert werden.	
315	2	2	2	Schlussfolgerung: Kunststoff kann sich plastisch verformen. Verbesserung: nicht kleben ( mögliche chemische Einwirkung) sondern einspannen	
316	2	2	3	a. Die erzielten Ergebnisse in den beiden Durchläufen variieren nur minimal b. Spezifizierung des Kunststoff-Materials Spezifizierung der Kunststoff-Dichte	
317	2	1	1	Plastikart A und B wird mit zunehmender Dehnung elastischer. Plastikart C dagegen unelastischer und D verändert seine Elastizität nicht mit der Dehnung. Die Validität der Ergebnisse könnte wie folgt verbessert werden: Für jede Plastikart eine erhöhte Anzahl an Versuchsdurchgängen durchführen, mit neuen Proben (um statistische Signifikanz zu erhöhen). Weitere Durchläufe hinzufügen (z.B. D3). Protokollieren der Temperatur.	
318	2	3	3	Schlussfolgerung: Plasikart B ist am dehnbarsten. Verbesserung des Versuchaufbaus: mehr Versuchsdurchläufe für jede Plasikart, Versuch mit unterschiedlichen ""Hängzeiten"" durchführen	
319	2	1	2	Parallel die 2 Versuche starten um zu gewährleisten dass die Versuche identisch sind. Mit verschiedenen Längen der Kunststoffe Versuche starten und dies auch miteinander vergleichen.	
320	2	0	0	Hänge Gewichte an die Klemme und lass sie für fünf Minuten hängen. Entferne die Gewichte und die Klemme und miss die Länge des Kunststoffs.	
321	2	3	1	a. Kunststoff ist dehnbar, abhängig von der Art des Kunststoffs. b. Wo und wie wird die Klemme genau befestigt? Welche Gewichte werden verwendet? Wird immer das gleiche Gewicht verwendet?	
322	2	2	2	a. Die Daten suggerieren, die Kunststoffe B und D seien dehnbarer als C und A. b. Der Schüler hätte auf einen identischen Querschnitt des gedehnten Kunststoffe achten müssen und die gedehnte Strecke im Verhältnis zur Ausgangslänge setzen müssen.	
323	2	2	1	a) Plastikart D dehnt sich nicht Plastikart C scheint zu schrumpfen statt sich zu dehnen b) Die Masse der Gewichte varieren mehr als zwei Durchläufe durchführen	
324	2	0	0	- warum verändert sich die Plastikart D nicht?  Vermutlich handelt es sich um Hartplastik, der sotff ist fester und widerstandsfähiger, als A-C - besseres Ergebnis: In Zustand und Konsistenz vergleichbare Rohstoffe verwenden	
325	2	2	1	a. Es kommt auf die Plastikart drauf an, ob die Streckung beim 1. oder 2. Durchgang größer ist, bzw. ob sie gleich groß ist. b. Man hätte bei einem der Durchgänge die Zeit verringern/erhöhen können. Die Befestigung (Nagel statt Kleber z.B.) könnte stabiler sein.	
326	2	0	0	Keine Ahnung	
327	2	3	3	Die Daten des Schülers sind nicht verwertbar. - Das Gewicht müsste genau benannt werden - Das Gewicht muss für alle Proben gleich sein -Die Materialien müssen bekannt sein -Die Unterschiede der Materialien (Ausdehnungskoeffizient bzw. Dehnungsdiagramm)	
328	2	0	0	Gegenstand D weist keine Veränderungen auf "Gegenstand C wird bei überspannung kleiner und zieht sich zusammen.	
329	2	2	3	a)  Sie haben bewiesen wie dehnbar die Materialien sind. b) Sie hätten ein Stativ statt tisch nehmen können. Und sie hätten mehrere durchgänge mit unterschiedlichen gewichten machen können.	
330	2	1	2	Plastik A und B sind im zweiten Durchgang stärker dehnbar, C ist weniger dehnbar und D genauso dehnbar wie zuvor. Mehr Durchgänge machen.	
331	2	3	1	Plastik B ist am dehnbarsten, dann D, dann C, dann A. A hat außerdem die höchste Varianz. Die Gewichte hätten in der Schwere variieren können. Er hätte auch den Zeitraum variieren können.	
332	2	2	2	a. Plastikart D ist am stabilsten und unempfindlich auf Masseeinwirkungen b. Gewichtsangabe und ursprüngliche Länge der Plastikart angeben	
333	2	3	2	Der Kunststoff wird durch das Gewicht länger - mehr Proben durchführen - Unterschiedlich dicken Kunststoff verwenden	
334	2	0	0	1.erst mal um ehrlich zu sein, ich habe kein Ahnung davon 2. es reicht wenn der ein Plastikart zu verwenden	
335	2	2	2	Es lässt sich schlussfolgern, dass sich die Proben wie erwartet gedehnt haben.  Es sollte präzisiert werden, womit und wie geklebt werden soll (punktuelles oder flächiges Kleben).	
336	2	3	2	a. Polymer B hat die größte Dehnbarkeit, A die niedrigste. b. Benutze eine längere Probe Mehr als 2 Versuche	
337	2	0	0	verstehe die frage nicht	
338	2	3	2	a) Plastikart B ist dehnbarer als Plastikart A b) Mehr Durchläufe würden die statistische Signifikanz des Experiments verbessern. Proben bei unterschiedlichen Zeiten messen nicht nur nach 5 Minuten Krafteinwirkung.	
339	2	3	2	Die Plastikarten haben sich bei 2 gleichen Versuchsdurchläufen unterschiedlich gestreckt, dass heisst das Plastiik verhält sich nicht immer gleich. b.) die selbe länge bei beiden Versuchen und bei jeder Probe , die gleiche Anzahl an gewichten	
340	2	3	3	a B und D  dehnen sich am meisten daten sind im zweiten durchlauf recht ähnlich also relativ gute ergebnisse b  mehr Durchläufe andere befestigung am tisch	
341	2	2	2	a. Es fehlt die Angabe der Größe der Proben b. Alle Proben müssen gleich groß sein und gleich schwer sein	
342	2	1	2	Dadurch, dass D1 und D2 immer abweichen (bis auf Plastikart D) zeigt sich bzw. lässt sich schlussfolgern, dass man keinen festen Wert aufschreiben kann, da es immer etwas abweicht. Verbessern könnte man den Versuch insofern, dass man mehrere Versuche D1 - D10 (z. B.) durchführt und davon den Mittelwert nimmt, damit man die Abweichung so gering wie möglich erhält.	
343	2	2	2	a. Kunststoff A und B haben sich gestreckt, Kunstoff D hat die Länge behalten und Kunstoff D soll sich gar verkürzt haben b. Die Länge der Kunstoffteile sollte zu Beginn der Messung identisch sein. Vernünftigen Schraubstock benutzen, statt zu kleben, da Klebeflächen und -Stärken verschieden sind (je nach Kunststoff). Temperatur sollte zwischen den Messungen stabil sein.	
344	2	1	0	Der Polymer ist insgesamt um 22 und 23 mm gewachsen, also um 45mm insgesamt. Man hätte noch verschiedene Gewichte nehmen können, wodurch man andere Ergebnisse bekommen hätte.	
345	2	3	3	a) Jede der Proben dehnt sich unterschiedlich aus, allerdings  pro Zeiteinheit annähernd gleich viel. b) Zuerst hätte der Schüler die ursprüngliche Länge der Proben angeben sollen. So hätte er die prozentuale Ausdehnung berechnen können. Er hätte ausserdem zum Vergleich noch mindestens eine Messreihe mit anderen Gewichten durchführen können.	
346	2	1	1	a.)  Während einige Kunststoffe (A, B) an Länge gewinnen, bleiben Andere (D) stabil, oder (C) verkürzen sich sogar noch. b.)  Statt eines chemischen Klebers zum Zwecke der Fixierung des Kunststoffes am oberen Ende, welcher manipulierend auf die Beschaffenheit des Kunststoffes einwirken könnte, sollte eine Mechanische gewählt werden, z. B. per Klammer.	
347	2	0	1	Er hätte die Prozedur wiederholen können und D2 auf D1 abstimmen können.	
348	2	1	1	Er konnte bessere Befestigung auswählen. Mann könnte alle proben gleiczeitig durchführen	
349	2	1	2	4 gleichlange Proben verwenden, die Proben an einer dafür vorgesehenen Vorrichtung aufhängen und nicht an den Tisch kleben, die Länge im gestreckten zustand messen um einen weiteren Vergleichswert zu haben.	
350	2	1	1	a. Das Experiment wurde nicht exakt gleich durchgeführt. b: Die Befestigung von Klammer und die am Tisch hätte jeweils genau gleich erfolgen müssen	
351	2	0	2	Schlußfolgerung: Kunststoff A ist am dehnbarsten. Mögliche Verbesserungen: 1. Stelle sicher, dass die Raumtemperatur für jeden Versuchsdurchlauf konstant die selbe ist. 2. Stelle sicher, dass die Lichtverhältnisse für jeden Versuchsdurchlauf konstant die selben sind.	
352	2	1	1	a.: Polymerkunststoff A scheint sich mehr zu dehnen wenn er länger einem Gewicht ausgesetzt ist, bei den anderen ist die Differenz zu gering bzw. nicht vorhanden. b.: schwerere Gewichte nutzen; Länge der Kunsstoffe ohne Gewicht messen.	
353	2	0	0	Folgen Sie der Verordnung, die Forscher Ihnen geben, ist wichtig für die Wirksamkeit	
354	2	1	0	a. Plastikart A ist mit 2 mm am dehnbarsten. Danach folgt Plastikart B. Plastikart D lässt sich nicht dehnen und Plastikart C verkürzt sich sogar um 1 mm. b. Höhere Stichprobenanzahl. Höhere Ausgangsvarianz.	
355	2	2	2	Nagel zu benutzen statt Kleber, um die Kunststoffprobe besser festzuhalten , und vielleicht schwerer Gewichte zu benutzen . mindestens 3 Durchlauf führen	
